Name,Count,Channel
Isabella,1,Crash Course
George Fox,10,Crash Course
Clarence Thomas,34,Crash Course
Thomas,2,Crash Course
Anita Hill's,5,Crash Course
Anita Hill,23,Crash Course
Dwight D. Eisenhower,1,Crash Course
Baker,2,Crash Course
Kennedy,1,Crash Course
Emmett Till,8,Crash Course
Roy Bryant,9,Crash Course
J.W. Millam,7,Crash Course
Emmett Till's,6,Crash Course
Mamie Till,5,Crash Course
Frederick Douglass's,17,Crash Course
Sophia,2,Crash Course
Edward Covey,9,Crash Course
Anna Murray,8,Crash Course
God,1,Crash Course
Marsha P. Johnson,30,Crash Course
Sylvia Rivera,6,Crash Course
Jemmy,8,Crash Course
Liberty,1,Crash Course
Craig,794,Crash Course
Taft,2,Crash Course
B.,1,Crash Course
Thomas Hobbes,1,Crash Course
Law,1,Crash Course
Franklin Roosevelt,6,Crash Course
trumps,1,Crash Course
Carr,1,Crash Course
Gerry,1,Crash Course
Hooray,4,Crash Course
Bill,1,Crash Course
Phil,6,Crash Course
Yummy,1,Crash Course
Harrison,1,Crash Course
William Henry Harrison's,1,Crash Course
Robert Shapiro,1,Crash Course
Donald Trump,1,Crash Course
Grutter,1,Crash Course
Hmm,1,Crash Course
Miller,1,Crash Course
John Marshall's,2,Crash Course
Marbury,1,Crash Course
Aztecs,1,Crash Course
Scalia,1,Crash Course
Ruth Bader Ginsburg,1,Crash Course
Breyer,2,Crash Course
Autos Tales,24,PragerU
Jill,182,PragerU
Otto,772,PragerU
Hop,6,PragerU
Otto's Tales,68,PragerU
Smidge,173,PragerU
Ruff,5,PragerU
Dennis,472,PragerU
Duke,9,PragerU
Juan,11,PragerU
Martin Luther King Jr.,23,PragerU
Jim Crow,10,PragerU
Rosa Parks,8,PragerU
Martin Luther King,62,PragerU
King,11,PragerU
Johnson,4,PragerU
Abraham,30,PragerU
George Washington,199,PragerU
Abraham Lincoln,77,PragerU
Hmm,27,PragerU
May,6,PragerU
Wampo,8,PragerU
Prep,7,PragerU
George Washington's,26,PragerU
Washington,9,PragerU
Prager,15,PragerU
Kelly,20,PragerU
Dad,7,PragerU
Otto and Dennis,11,PragerU
Christopher Columbus,11,PragerU
Marco Polo,3,PragerU
Zoom,1,PragerU
Franklin Roosevelt,3,PragerU
Otto!,7,PragerU
Yay,20,PragerU
Arlen,15,PragerU
Daniel,25,PragerU
King Darius,14,PragerU
Betsy Ross,18,PragerU
Abigail Adams,27,PragerU
Madison,88,PragerU
Harriet Tubman,5,PragerU
Harriet,13,PragerU
Woodman,5,PragerU
Craig,6,PragerU
Sarah,8,PragerU
Lieber,12,PragerU
Liberty,10,PragerU
Uncle Sam,201,PragerU
Betsy,21,PragerU
Elizabeth,5,PragerU
John Ross,10,PragerU
Ross,3,PragerU
Uncle Sam's,12,PragerU
wolf,28,PragerU
Otto the Dog,6,PragerU
Abby,13,PragerU
Jesus,2,PragerU
John F. Kennedy,6,PragerU
Jackie,25,PragerU
Medina,20,PragerU
King Alfred,11,PragerU
Greeks,3,PragerU
King Midas,12,PragerU
Midas,8,PragerU
Sam,57,PragerU
Francis Scott Key,10,PragerU
Dwight Eisenhower,4,PragerU
God,12,PragerU
Rabbit,19,PragerU
Billy Chipmunk,5,PragerU
Marshall,25,PragerU
John Marshall,3,PragerU
Thurgood Marshall,2,PragerU
Muir,11,PragerU
John Adams',2,PragerU
John,10,PragerU
Ellis,7,PragerU
Abigail,49,PragerU
Mary,14,PragerU
Woodrow Wilson,2,PragerU
Eleanor Roosevelt,1,PragerU
Ronald Reagan's,1,PragerU
Laura,21,PragerU
John Adams,74,PragerU
David,22,PragerU
Saul,12,PragerU
Goliath,12,PragerU
Isabella,3,PragerU
Douglas,7,PragerU
Thomas Edison,5,PragerU
Edison,11,PragerU
George W. Bush,15,PragerU
Bush,9,PragerU
Antiochus,11,PragerU
William Tell,22,PragerU
Gessler,24,PragerU
William Tell's,6,PragerU
King George,6,PragerU
George,39,PragerU
colonists,2,PragerU
Abraham Lincoln's,3,PragerU
Fisher,1,PragerU
Noah,79,PragerU
Teddy,9,PragerU
John Hancock,28,PragerU
Ben Franklin,1,PragerU
John Jay,4,PragerU
Benjamin Franklin,18,PragerU
Kenneth,18,PragerU
Kenny,8,PragerU
Nene,5,PragerU
Samuel,19,PragerU
Peter,45,PragerU
FDR,2,PragerU
Franklin D. Roosevelt,5,PragerU
Finna,8,PragerU
Roosevelt,9,PragerU
Pearl Harbor,3,PragerU
Acres,19,PragerU
Thomas Jefferson,70,PragerU
Hytale,8,PragerU
John Henry,31,PragerU
Chicken Little,15,PragerU
Ducky Lucky,10,PragerU
Goosey Lucy,9,PragerU
Turkey Lurky,12,PragerU
Foxy Locksy,6,PragerU
Lady Liberty,6,PragerU
Ratten,11,PragerU
Lady Liberty's,5,PragerU
Heights,16,PragerU
Snake,7,PragerU
Lewis,37,PragerU
William Clark,5,PragerU
Paul Bunyan,29,PragerU
Babe,10,PragerU
Swindler,13,PragerU
Jane,11,PragerU
Theodore Roosevelt,48,PragerU
Thomas Jefferson's,5,PragerU
Harry Truman,6,PragerU
Truman,15,PragerU
Neil,7,PragerU
Buzz,6,PragerU
Herbert,20,PragerU
Herbert Hoover,8,PragerU
Anderson,12,PragerU
James Madison,80,PragerU
Fox,6,PragerU
Squanto,8,PragerU
Guest,12,PragerU
Mess,43,PragerU
Theodore Roosevelt's,5,PragerU
Patriot Pop Quiz,56,PragerU
William McKinley,19,PragerU
Reagan,41,PragerU
Obama,4,PragerU
Taylor,37,PragerU
James Buchanan,25,PragerU
Dred Scott,1,PragerU
James Buchanan's,4,PragerU
Lorelai,20,PragerU
Andrew Jackson,46,PragerU
Franklin Pierce's,1,PragerU
Gary,18,PragerU
James Monroe,16,PragerU
John Quincy Adams,34,PragerU
Martin Van Buren,29,PragerU
Liam,16,PragerU
Jackson,28,PragerU
Hendrix,7,PragerU
Andrew Jackson's,1,PragerU
Yummy,8,PragerU
Marco,15,PragerU
Herb Brooks,20,PragerU
Sauerkraut,6,PragerU
Nah,5,PragerU
Elijah,63,PragerU
William McKinley's,3,PragerU
Flag Trophy,6,PragerU
Ethan,80,PragerU
Breck,12,PragerU
Hoover,4,PragerU
Harding,8,PragerU
Coolidge,5,PragerU
Warren G. Harding,2,PragerU
Calvin Coolidge,16,PragerU
Donald Trump,4,PragerU
Condoleezza Rice,23,PragerU
George H.W. Bush,8,PragerU
Amelie,5,PragerU
B. John Adams,5,PragerU
B. Thomas Jefferson,5,PragerU
Eww,7,PragerU
James,38,PragerU
Jaylin,5,PragerU
Anna,16,PragerU
Angela,11,PragerU
Sandra Day O'Connor,18,PragerU
Gore,1,PragerU
O'Connor,3,PragerU
Ronald Reagan,26,PragerU
George Bush,8,PragerU
Bill Clinton,3,PragerU
Barack Obama,1,PragerU
Alex,12,PragerU
Silas,8,PragerU
Alexander Hamilton,86,PragerU
Dwight D. Eisenhower,6,PragerU
Alexander Hamilton's,10,PragerU
James Madison's,5,PragerU
Lucy,21,PragerU
Amy Coney Barrett,9,PragerU
Barrett,16,PragerU
Trump,2,PragerU
Ruth Bader Ginsburg,1,PragerU
strawberry,6,PragerU
Scalia,1,PragerU
Sophia,57,PragerU
Frederick Douglass,4,PragerU
Jefferson,81,PragerU
Hudson,32,PragerU
Antonio,19,PragerU
Monticello,4,PragerU
George III,12,PragerU
Charlie,29,PragerU
Margaret Thatcher,7,PragerU
Thatcher,5,PragerU
Morgan,15,PragerU
Claire,83,PragerU
Megan,37,PragerU
Noa,10,PragerU
Golda Meir,19,PragerU
Ewww,22,PragerU
Aiden,21,PragerU
Oliver,19,PragerU
Andrew Mellon,8,PragerU
Ava,6,PragerU
A. Benjamin Franklin,5,PragerU
Simon,7,PragerU
Eva,10,PragerU
Monroe,17,PragerU
James Polk,17,PragerU
James K. Polk,4,PragerU
Paul Revere,26,PragerU
Jimmy,2,PragerU
John Tyler,39,PragerU
Hillary Clinton,1,PragerU
Lenoy Ashram,21,PragerU
Lenoy Ashram's,5,PragerU
Grover Cleveland,11,PragerU
Gerald Ford,39,PragerU
Nixon,15,PragerU
Eisenhower,1,PragerU
Kennedy,2,PragerU
Richard Nixon,6,PragerU
Josiah,87,PragerU
Teddy Roosevelt,7,PragerU
Melody,13,PragerU
Ariel,9,PragerU
Ulysses S. Grant,13,PragerU
Jones,1,PragerU
Grant,4,PragerU
Robert E. Lee,6,PragerU
Mark Twain,10,PragerU
Kira,10,PragerU
Shelby,8,PragerU
George W. Bush's,1,PragerU
Silly String,5,PragerU
Samantha,5,PragerU
Ayn Rand,11,PragerU
Ayn Rand's,6,PragerU
John Kennedy,1,PragerU
James A. Garfield,27,PragerU
Lyric,10,PragerU
Stalwarts,8,PragerU
Andrew Johnson,29,PragerU
Kinda,4,PragerU
Yuen,12,PragerU
William Henry Harrison,29,PragerU
Harrison,13,PragerU
Johnny,45,PragerU
Benjamin Harrison,15,PragerU
William Tecumseh Sherman,1,PragerU
Sherman,2,PragerU
Albert,12,PragerU
Henry,21,PragerU
Solomon,5,PragerU
Harry,1,PragerU
Andrew,5,PragerU
Winston Churchill,2,PragerU
Chester A. Arthur,5,PragerU
Arthur,21,PragerU
James Garfield,1,PragerU
Garfield,3,PragerU
Chester Arthur,1,PragerU
Andrew Carnegie,11,PragerU
Lincoln,4,PragerU
Jace,22,PragerU
Levi,60,PragerU
Cornelius Vanderbilt,4,PragerU
Vanderbilt,17,PragerU
Joe,2,PragerU
William Henry Harrison's,5,PragerU
Benjamin,2,PragerU
Millard Fillmore,8,PragerU
George Bush's,2,PragerU
Jimmy Carter,1,PragerU
Rutherford B. Hayes,16,PragerU
Quartz,7,PragerU
Hayes,17,PragerU
Tom Sawyer,6,PragerU
Huckleberry Finn,5,PragerU
Porter,16,PragerU
Schwab,32,PragerU
J.P. Morgan,1,PragerU
Crockett,11,PragerU
Joshua,14,PragerU
Ali,9,PragerU
George P. Mitchell,23,PragerU
John D. Rockefeller,16,PragerU
John D. Rockefeller's,7,PragerU
William,16,PragerU
Andrew Johnson's,3,PragerU
B.,4,PragerU
John Wilkes Booth,1,PragerU
William Seward,1,PragerU
Scarlett,10,PragerU
Aria,5,PragerU
Grover,2,PragerU
Thomas Paine,2,PragerU
Patrick Henry,3,PragerU
Fillmore,9,PragerU
Declan,5,PragerU
Zachary Taylor,33,PragerU
Northerners,2,PragerU
Zachary Taylor's,4,PragerU
Katen,10,PragerU
Winfield Scott,1,PragerU
King John,3,PragerU
Ta-da,13,PragerU
Amelia Earhart,4,PragerU
Crafts History,18,PragerU
Lyndon B. Johnson,2,PragerU
Martin Luther King Jr.'s,2,PragerU
Clark,3,PragerU
Fred Harvey,14,PragerU
Fred Harvey's,5,PragerU
Push,1,PragerU
George Washington Carver,22,PragerU
Street Smarts,48,PragerU
Maya,6,PragerU
Abe Lincoln,1,PragerU
Diego,6,PragerU
Bennett,4,PragerU
Street Smart,33,PragerU
Selena,12,PragerU
Selena Lewis,11,PragerU
Mateo,5,PragerU
George III's,5,PragerU
Dan,2,PragerU
Richard,5,PragerU
Amelia,4,PragerU
Chex,13,PragerU
Kyla,5,PragerU
Leo,297,PragerU
Luke,3,PragerU
Street Smart's,18,PragerU
Senna,5,PragerU
Clinton,9,PragerU
Chris,19,PragerU
Hamilton,16,PragerU
Michael,6,PragerU
Christina,17,PragerU
Riley,6,PragerU
Timothy,14,PragerU
Rocco,14,PragerU
Jason,5,PragerU
Jacob,6,PragerU
Sebastian,5,PragerU
Phil,1,PragerU
Bill,4,PragerU
Kate,5,PragerU
Selena Lois,7,PragerU
Gianna,5,PragerU
Jordan,4,PragerU
William Howard Taft,1,PragerU
Brian,8,PragerU
B. Congress,5,PragerU
Contestant,6,PragerU
Maddie,12,PragerU
Amy,10,PragerU
Max,5,PragerU
Everett,3,PragerU
max,4,PragerU
McKenna,6,PragerU
B. Coining,6,PragerU
Leila,35,PragerU
Amerigo Vespucci,6,PragerU
Vespucci,6,PragerU
Molly Pitcher,6,PragerU
Molly,1,PragerU
Jesus Christ,1,PragerU
Hitler,3,PragerU
Layla,14,PragerU
Robert E. Wright,5,PragerU
Robert,12,PragerU
Moore,7,PragerU
Wright,8,PragerU
Munamori,5,PragerU
Franklin Delano Roosevelt,1,PragerU
Hailey Johnson,8,PragerU
Martin Luther King's,13,PragerU
Booker T. Washington,1,PragerU
Franklin,11,PragerU
Churchill,5,PragerU
Elizabeth Blackwell,30,PragerU
Elizabeth Blackwell's,7,PragerU
Susan B. Anthony,9,PragerU
Montesquieu,9,PragerU
Desi,5,PragerU
Captain Clark,7,PragerU
Maria,8,PragerU
Adams,30,PragerU
Marbury,1,PragerU
Robert E. Lee's,1,PragerU
Ida B. Wells,24,PragerU
Wells,6,PragerU
Strauss,2,PragerU
Teddy Roosevelt's,1,PragerU
Miller,3,PragerU
Clara Barton,5,PragerU
Bob,1,PragerU
Douglass,2,PragerU
William Lloyd Garrison,1,PragerU
Zaheer,12,PragerU
Bannaker,9,PragerU
Tom,26,PragerU
Huck,36,PragerU
Twain,7,PragerU
Braddock,1,PragerU
Laura Ingalls Wilder,5,PragerU
Hooray,1,PragerU
John Smith,1,PragerU
Jamestown,1,PragerU
