Name,Count,Channel,gender,occupation,ethnic_group
Push,17,Crash Course,male,actor|television presenter|radio personality|model|television actor,None
King,3,Crash Course,male,artist|entomologist|clergyman|drawer,None
Phyllis Wheatley,29,Crash Course,None,None,None
Phyllis Wheatley's,9,Crash Course,None,None,None
Ben Franklin,1,Crash Course,male,writer|politician|diplomat,None
Jordan,1,Crash Course,male,pornographic actor,None
Langston Hughes,11,Crash Course,male,writer|children's writer|poet|opinion journalist|journalist|novelist|essayist|playwright|biographer,African Americans
Maya Angelou,1,Crash Course,female,writer|politician|comedian|television producer|human rights activist|dancer|autobiographer|film director|journalist|novelist|television actor|film producer|essayist|stage actor|songwriter|screenwriter|professor|singer|playwright,African Americans
Jones,1,Crash Course,male,bassist|composer|record producer|songwriter|guitarist|banjoist,None
Spencer,1,Crash Course,male,painter,None
Karl Marx,1,Crash Course,male,poet|politician|journalist|writer|social scientist|sociologist|revolutionary|philosopher|economist|historian|author,Ashkenazi Jews
Frank Church,1,Crash Course,male,politician,None
James W. Stewart,6,Crash Course,male,None,None
Maria Stewart's,8,Crash Course,None,None,None
Dred Scott's,3,Crash Course,None,None,None
Peter Blow,1,Crash Course,None,None,None
John Emerson,3,Crash Course,male,actor|writer|screenwriter|playwright|stage actor|film director|film producer|film actor,None
John Sanford,2,Crash Course,male,comedian|actor|television actor,multiracial American|African Americans
Roger Tawny,1,Crash Course,None,None,None
Shirley Chisholm,29,Crash Course,female,politician,African Americans
Obama,3,Crash Course,male,jurist|politician|lawyer|memoirist|statesperson|podcaster|academic|political writer|community organizer,African Americans
Trayvon Martin,6,Crash Course,male,None,African Americans
George Zimmerman,6,Crash Course,male,neighborhood watch,None
Michael Brown,5,Crash Course,male,politician,None
Taylor,3,Crash Course,male,zoologist|university teacher|ichthyologist|herpetologist,None
Lincoln,1,Crash Course,female,badminton player,None
Farmer Joe,5,Crash Course,None,None,None
Elizabeth Key's,9,Crash Course,None,None,None
Shirley Chisholm's,5,Crash Course,None,None,None
Marcus Garvey,15,Crash Course,male,politician|entrepreneur|journalist|printer|sociologist,African Jamaican
Oliver Brown,5,Crash Course,male,baseball player,None
Linda Brown,7,Crash Course,female,teacher|activist|human rights activist,African Americans
Thurgood Marshall,8,Crash Course,male,judge|jurist|lawyer|politician,African Americans
Lyndon B. Johnson,4,Crash Course,male,teacher|politician|rancher|statesperson,None
marijuana,3,Crash Course,None,None,None
Clinton,9,Crash Course,male,writer|teacher|lawyer|jurist|politician|governor|autobiographer|saxophonist|diplomat|statesperson,None
Charles de L'Anne,16,Crash Course,None,None,None
Harry,4,Crash Course,male,ichthyologist,None
Shaw,1,Crash Course,female,basketball player,None
Zora Neale,19,Crash Course,None,None,None
Alice Walker,6,Crash Course,female,screenwriter|essayist|film producer|children's writer|novelist|short story writer|climate activist|writer|poet|university teacher|actor|educator|civil rights advocate,African Americans
Toni Morrison,57,Crash Course,female,writer|poet|novelist|librettist|audiobook narrator|editing staff|university teacher|children's writer,African Americans
Douglass,2,Crash Course,male,artist,African Americans
William,1,Crash Course,male,artist,None
Samuel Adams,1,Crash Course,male,philosopher|politician,None
Dunmore,5,Crash Course,male,photographer|scientific illustrator,None
Elizabeth,1,Crash Course,female,None,None
Bayard Rustin,18,Crash Course,male,politician|political campaign staff|trade unionist|civil rights advocate|political activist|LGBTQ rights activist,African Americans
Morgan,1,Crash Course,male,mycologist|botanist,None
Ida B. Wells Barnett,18,Crash Course,None,None,None
Ida B. Wells Barnett's,5,Crash Course,None,None,None
Elizabeth Key,23,Crash Course,female,activist,African Americans
Thomas Key,6,Crash Course,male,drawer|painter,None
John Maltram,5,Crash Course,None,None,None
James Weldon Johnson,5,Crash Course,male,writer|jurist|novelist|politician|diplomat|songwriter|composer|lawyer|poet,African Americans
Peter,1,Crash Course,male,hermit|monk,None
Marcus Garvey's,5,Crash Course,None,None,None
Latasha Harlins,6,Crash Course,female,schoolchild,None
Soon Ja Du,5,Crash Course,female,businessperson,None
Malcolm X's,10,Crash Course,None,None,None
Elijah Muhammad,5,Crash Course,male,Muslim minister|politician,None
Darren Wilson,5,Crash Course,male,drummer,None
Eric Garner,6,Crash Course,male,horticulturist,African Americans
Toni Morrison's,8,Crash Course,None,None,None
Oprah,5,Crash Course,female,voice actor|actor|writer|autobiographer|film producer|reporter|podcaster|businessperson|patron of the arts|television producer|motivational speaker|television presenter|talk show host|journalist,African Americans
Martin Luther King Jr.'s,3,Crash Course,None,None,None
Isabella,1,Crash Course,female,None,None
George Fox,10,Crash Course,male,theologian|writer,None
Clarence Thomas,34,Crash Course,male,judge|lawyer|politician,African Americans
Thomas,2,Crash Course,male,Catholic priest|Catholic bishop,None
Anita Hill's,5,Crash Course,None,None,None
Anita Hill,23,Crash Course,female,lawyer|women's rights activist|human rights activist|professor,African Americans
Dwight D. Eisenhower,1,Crash Course,male,military personnel|politician|writer|military officer|statesperson|army officer,None
Baker,2,Crash Course,male,police officer|ornithologist,None
Kennedy,1,Crash Course,male,writer|politician|statesperson|journalist|naval officer|anti-communist,Irish Americans
Emmett Till,8,Crash Course,male,schoolchild,African Americans
Roy Bryant,9,Crash Course,male,None,None
J.W. Millam,7,Crash Course,None,None,None
Emmett Till's,6,Crash Course,None,None,None
Mamie Till,5,Crash Course,female,teacher|civil rights advocate|writer,None
Frederick Douglass's,17,Crash Course,None,None,None
Sophia,2,Crash Course,female,None,None
Edward Covey,9,Crash Course,male,None,None
Anna Murray,8,Crash Course,female,writer|physician|autobiographer|governess,None
God,1,Crash Course,male,disc jockey|DJ producer|musician,None
Marsha P. Johnson,30,Crash Course,trans woman,artist|LGBTQ rights activist|drag queen|trans activist|HIV/AIDS activist,African Americans
Sylvia Rivera,6,Crash Course,trans woman,LGBTQ rights activist|women's rights activist,None
Jemmy,8,Crash Course,male,peddler|military personnel|soldier,None
Liberty,1,Crash Course,female,None,None
Craig,794,Crash Course,male,screenwriter|animator|television producer|television director|cartoonist,None
Taft,2,Crash Course,male,botanist,None
B.,1,Crash Course,male,saxophonist|jazz musician,None
Thomas Hobbes,1,Crash Course,male,writer|mathematician|economist|philosopher of law|historian|philosopher|politician|in-home tutor|translator|political scientist,None
Law,1,Crash Course,male,photographer,None
Franklin Roosevelt,6,Crash Course,male,statesperson,None
trumps,1,Crash Course,None,None,None
Carr,1,Crash Course,male,painter,None
Gerry,1,Crash Course,male,physicist,None
Hooray,4,Crash Course,female,snooker player,None
Bill,1,Crash Course,male,diplomat|politician|ambassador,None
Phil,6,Crash Course,male,botanical collector|botanist,None
Yummy,1,Crash Course,male,None,None
Harrison,1,Crash Course,male,baseball player,None
William Henry Harrison's,1,Crash Course,None,None,None
Robert Shapiro,1,Crash Course,male,university teacher|chemist|biochemist,None
Donald Trump,1,Crash Course,male,actor|business magnate|writer|chief executive officer|businessperson|conspiracy theorist|investor|film producer|politician|television producer|restaurateur|real estate entrepreneur|game show host|entrepreneur|merchant,White Americans
Grutter,1,Crash Course,None,None,None
Hmm,1,Crash Course,None,None,None
Miller,1,Crash Course,male,zoologist|curator|botanist,None
John Marshall's,2,Crash Course,None,None,None
Marbury,1,Crash Course,None,None,None
Aztecs,1,Crash Course,None,None,None
Scalia,1,Crash Course,male,judge|lawyer|professor|jurist,None
Ruth Bader Ginsburg,1,Crash Course,female,judge|lawyer|jurist,None
Breyer,2,Crash Course,None,None,None
Autos Tales,24,PragerU,None,None,None
Jill,182,PragerU,female,ice hockey player,None
Otto,772,PragerU,male,actor|screenwriter|singer|film director|caricaturist|dub actor|comedian|showman|voice actor,None
Hop,6,PragerU,male,comics artist|cartoonist,None
Otto's Tales,68,PragerU,None,None,None
Smidge,173,PragerU,None,None,None
Ruff,5,PragerU,male,rapper,None
Dennis,472,PragerU,female,singer,None
Duke,9,PragerU,male,pornographic actor,None
Juan,11,PragerU,male,association football player,None
Martin Luther King Jr.,23,PragerU,male,writer|pastor|politician|preacher|human rights activist|civil rights advocate|opinion journalist|pacifist|peace activist,African Americans
Jim Crow,10,PragerU,male,university teacher|classical archaeologist|archaeologist|classical scholar,None
Rosa Parks,8,PragerU,female,civil rights advocate|public figure|human rights activist|political activist|autobiographer,African Americans
Martin Luther King,62,PragerU,male,writer|pastor|politician|preacher|human rights activist|civil rights advocate|opinion journalist|pacifist|peace activist,African Americans
King,11,PragerU,male,artist|entomologist|clergyman|drawer,None
Johnson,4,PragerU,male,painter|visual artist,None
Abraham,30,PragerU,male,priest,None
George Washington,199,PragerU,male,writer|farmer|engineer|politician|statesperson|geometer|army officer|cartographer|revolutionary,None
Abraham Lincoln,77,PragerU,male,lawyer|writer|military officer|farmer|politician|statesperson|postmaster,None
Hmm,27,PragerU,None,None,None
May,6,PragerU,female,association football player,None
Wampo,8,PragerU,None,None,None
Prep,7,PragerU,None,None,None
George Washington's,26,PragerU,None,None,None
Washington,9,PragerU,female,singer|songwriter|recording artist,None
Prager,15,PragerU,male,botanical collector|teacher|botanist|bryologist|pteridologist,None
Kelly,20,PragerU,male,association football player,None
Dad,7,PragerU,male,preacher|cult leader,None
Otto and Dennis,11,PragerU,None,None,None
Christopher Columbus,11,PragerU,male,explorer|sailor|inventor|seafarer|traveler,None
Marco Polo,3,PragerU,male,entrepreneur|writer|ambassador|explorer|diplomat|traveler|merchant|world traveler|memoirist,None
Zoom,1,PragerU,male,composer|record producer|musician,None
Franklin Roosevelt,3,PragerU,male,statesperson,None
Otto!,7,PragerU,None,None,None
Yay,20,PragerU,male,professional gamer,None
Arlen,15,PragerU,None,None,None
Daniel,25,PragerU,male,composer,None
King Darius,14,PragerU,None,None,None
Betsy Ross,18,PragerU,female,upholsterer|designer,None
Abigail Adams,27,PragerU,female,writer|politician,None
Madison,88,PragerU,male,radio personality,None
Harriet Tubman,5,PragerU,female,writer|nurse|human rights activist|feminist|spy|political activist|abolitionist|suffragist,African Americans
Harriet,13,PragerU,female,songwriter|singer,None
Woodman,5,PragerU,male,basketball player|basketball official,None
Craig,6,PragerU,male,screenwriter|animator|television producer|television director|cartoonist,None
Sarah,8,PragerU,female,costume designer|wardrobe master,None
Lieber,12,PragerU,None,None,None
Liberty,10,PragerU,female,None,None
Uncle Sam,201,PragerU,male,singer,None
Betsy,21,PragerU,female,writer|poet,None
Elizabeth,5,PragerU,female,None,None
John Ross,10,PragerU,male,military officer|painter|botanist|explorer|polar explorer|naval officer,None
Ross,3,PragerU,male,entrepreneur,None
Uncle Sam's,12,PragerU,None,None,None
wolf,28,PragerU,None,None,None
Otto the Dog,6,PragerU,None,None,None
Abby,13,PragerU,female,association football player|podcaster,None
Jesus,2,PragerU,male,teacher|prophet|preacher|religious leader|thaumaturge|Messiah|rabbi|father of faith|carpenter|healer|pastor|tektōn,Jewish people
John F. Kennedy,6,PragerU,male,writer|politician|statesperson|journalist|naval officer|anti-communist,Irish Americans
Jackie,25,PragerU,male,sport shooter|manager|racing automobile driver|Formula One driver|entrepreneur,None
Medina,20,PragerU,female,composer|pop singer|voice actor|recording artist,None
King Alfred,11,PragerU,male,monarch|writer|politician,None
Greeks,3,PragerU,None,None,None
King Midas,12,PragerU,None,None,None
Midas,8,PragerU,male,None,None
Sam,57,PragerU,male,baseball player|boxing trainer|boxer,None
Francis Scott Key,10,PragerU,male,lyricist|poet lawyer|lawyer|writer|poet,None
Dwight Eisenhower,4,PragerU,male,military personnel|politician|writer|military officer|statesperson|army officer,None
God,12,PragerU,male,disc jockey|DJ producer|musician,None
Rabbit,19,PragerU,male,actor|basketball player|basketball coach,None
Billy Chipmunk,5,PragerU,None,None,None
Marshall,25,PragerU,male,botanist,None
John Marshall,3,PragerU,male,jazz musician|percussionist,None
Thurgood Marshall,2,PragerU,male,lawyer|judge|jurist|politician,African Americans
Muir,11,PragerU,female,biomedical scientist|chemist,None
John Adams',2,PragerU,None,None,None
John,10,PragerU,male,Catholic priest|Catholic bishop,None
Ellis,7,PragerU,male,cricketer,None
Abigail,49,PragerU,female,None,None
Mary,14,PragerU,female,None,None
Woodrow Wilson,2,PragerU,male,writer|teacher|lawyer|politician|statesperson|political scientist|university teacher|jurist|academic,None
Eleanor Roosevelt,1,PragerU,female,politician|diplomat|writer|columnist|women's rights activist|human rights activist|journalist|peace activist|autobiographer,None
Ronald Reagan's,1,PragerU,None,None,None
Laura,21,PragerU,female,writer|poet,None
John Adams,74,PragerU,None,pastor,None
David,22,PragerU,male,drawer|architect,None
Saul,12,PragerU,male,rabbi|writer|theologian|missionary|artisan|religious figure|traveler,None
Goliath,12,PragerU,male,association football player|professional wrestler,None
Isabella,3,PragerU,female,None,None
Douglas,7,PragerU,male,None,None
Thomas Edison,5,PragerU,male,entrepreneur|engineer|screenwriter|businessperson|physicist|mathematician|film director|inventor,Americans
Edison,11,PragerU,male,entrepreneur|engineer|screenwriter|businessperson|physicist|mathematician|film director|inventor,Americans
George W. Bush,15,PragerU,male,businessperson|politician|motivational speaker|military officer|statesperson|autobiographer|painter|financier|rugby union player,None
Bush,9,PragerU,male,businessperson|politician|motivational speaker|military officer|statesperson|autobiographer|painter|financier|rugby union player,None
Antiochus,11,PragerU,male,sculptor,None
William Tell,22,PragerU,male,singer-songwriter|guitarist|musician,None
Gessler,24,PragerU,None,None,None
William Tell's,6,PragerU,None,None,None
King George,6,PragerU,male,actor|influencer,None
George,39,PragerU,male,None,None
colonists,2,PragerU,None,None,None
Abraham Lincoln's,3,PragerU,None,None,None
Fisher,1,PragerU,male,painter,None
Noah,79,PragerU,male,tribal chief,None
Teddy,9,PragerU,male,naturalist|writer|historian|statesperson|politician|ornithologist|rancher|explorer|essayist|autobiographer|conservationist|diarist,None
John Hancock,28,PragerU,male,statesperson|entrepreneur|merchant|politician,None
Ben Franklin,1,PragerU,male,politician|writer|diplomat,None
John Jay,4,PragerU,male,lawyer|politician|judge|diplomat,None
Benjamin Franklin,18,PragerU,male,politician,None
Kenneth,18,PragerU,male,hairdresser,None
Kenny,8,PragerU,male,swimmer,None
Nene,5,PragerU,male,association football player,None
Samuel,19,PragerU,male,Eastern Orthodox priest,None
Peter,45,PragerU,male,hermit|monk,None
FDR,2,PragerU,male,statesperson,None
Franklin D. Roosevelt,5,PragerU,male,statesperson,None
Finna,8,PragerU,female,rapper,None
Roosevelt,9,PragerU,male,statesperson,None
Pearl Harbor,3,PragerU,female,musician|singer,None
Acres,19,PragerU,None,None,None
Thomas Jefferson,70,PragerU,male,teacher|lawyer|writer|statesperson|architect|diplomat|philosopher|paleontologist|politician|archaeologist|cryptographer|inventor|farmer|jurist,None
Hytale,8,PragerU,None,None,None
John Henry,31,PragerU,male,politician,None
Chicken Little,15,PragerU,None,None,None
Ducky Lucky,10,PragerU,None,None,None
Goosey Lucy,9,PragerU,None,None,None
Turkey Lurky,12,PragerU,None,None,None
Foxy Locksy,6,PragerU,None,None,None
Lady Liberty,6,PragerU,female,socialite,None
Ratten,11,PragerU,None,None,None
Lady Liberty's,5,PragerU,None,None,None
Heights,16,PragerU,None,None,None
Snake,7,PragerU,male,basketball player,None
Lewis,37,PragerU,female,screenwriter|writer|journalist|film producer|children's writer|novelist,None
William Clark,5,PragerU,male,naturalist|politician|explorer|military personnel,None
Paul Bunyan,29,PragerU,male,lawyer|record producer,None
Babe,10,PragerU,female,basketball player|tennis player|swimmer|golfer|baseball player|high jumper|competitive diver|javelin thrower|autobiographer,None
Swindler,13,PragerU,None,None,None
Jane,11,PragerU,female,None,None
Theodore Roosevelt,48,PragerU,male,naturalist|writer|historian|statesperson|politician|ornithologist|rancher|explorer|essayist|autobiographer|conservationist|diarist,None
Thomas Jefferson's,5,PragerU,None,None,None
Harry Truman,6,PragerU,male,businessperson|judge|politician|military officer|diarist,None
Truman,15,PragerU,male,businessperson|judge|politician|military officer|diarist,None
Neil,7,PragerU,None,researcher,None
Buzz,6,PragerU,male,ice hockey player,None
Herbert,20,PragerU,male,illustrator|comics artist|painter|cartoonist|sculptor,None
Herbert Hoover,8,PragerU,male,writer|businessperson|engineer|politician|geologist|statesperson|mining engineer,None
Anderson,12,PragerU,male,association football player,None
James Madison,80,PragerU,male,politician|lawyer|writer|diplomat|statesperson|philosopher,None
Fox,6,PragerU,male,physician|lepidopterist|scientific collector,None
Squanto,8,PragerU,male,interpreter|guide,None
Guest,12,PragerU,male,botanist,None
Mess,43,PragerU,None,None,None
Theodore Roosevelt's,5,PragerU,None,None,None
Patriot Pop Quiz,56,PragerU,None,None,None
William McKinley,19,PragerU,male,politician|statesperson|lawyer,None
Reagan,41,PragerU,None,None,None
Obama,4,PragerU,male,jurist|politician|statesperson|lawyer|academic|memoirist|podcaster|political writer|community organizer,African Americans
Taylor,37,PragerU,male,zoologist|university teacher|ichthyologist|herpetologist,None
James Buchanan,25,PragerU,male,politician|diplomat|lawyer|statesperson,None
Dred Scott,1,PragerU,male,activist,None
James Buchanan's,4,PragerU,None,None,None
Lorelai,20,PragerU,None,None,None
Andrew Jackson,46,PragerU,male,lawyer|judge|military officer|politician|statesperson,None
Franklin Pierce's,1,PragerU,None,None,None
Gary,18,PragerU,male,songwriter|restaurateur|singer|record producer|music promoter,None
James Monroe,16,PragerU,male,writer|lawyer|politician|farmer|diplomat|statesperson,None
John Quincy Adams,34,PragerU,male,lawyer|writer|politician|diplomat|statesperson|diarist,None
Martin Van Buren,29,PragerU,male,writer|lawyer|politician|diplomat|statesperson,None
Liam,16,PragerU,male,researcher|Wikimedian in residence,None
Jackson,28,PragerU,male,pornographic actor,None
Hendrix,7,PragerU,male,guitarist,African Americans
Andrew Jackson's,1,PragerU,None,None,None
Yummy,8,PragerU,male,None,None
Marco,15,PragerU,male,theologian|clergyman|gnostic|heretic|religious leader,None
Herb Brooks,20,PragerU,male,ice hockey player|ice hockey coach,None
Sauerkraut,6,PragerU,None,None,None
Nah,5,PragerU,None,None,None
Elijah,63,PragerU,male,singer,None
William McKinley's,3,PragerU,None,None,None
Flag Trophy,6,PragerU,None,None,None
Ethan,80,PragerU,female,ice hockey player,None
Breck,12,PragerU,female,hymnwriter,None
Hoover,4,PragerU,male,songwriter|singer,None
Harding,8,PragerU,male,painter,None
Coolidge,5,PragerU,None,botanist,None
Warren G. Harding,2,PragerU,male,politician|businessperson|statesperson|newspaper editor,None
Calvin Coolidge,16,PragerU,male,politician|lawyer|statesperson|autobiographer,None
Donald Trump,4,PragerU,male,actor|business magnate|writer|chief executive officer|businessperson|conspiracy theorist|investor|film producer|politician|television producer|restaurateur|real estate entrepreneur|game show host|entrepreneur|merchant,White Americans
Condoleezza Rice,23,PragerU,female,writer|politician|university teacher|pianist|political scientist|autobiographer|pedagogue|academic|diplomat,African Americans
George H.W. Bush,8,PragerU,male,politician|entrepreneur|statesperson|aircraft pilot|diplomat|naval officer|baseball player|autobiographer,None
Amelie,5,PragerU,None,None,None
B. John Adams,5,PragerU,None,None,None
B. Thomas Jefferson,5,PragerU,None,None,None
Eww,7,PragerU,None,None,None
James,38,PragerU,male,Catholic priest|Catholic bishop,None
Jaylin,5,PragerU,None,None,None
Anna,16,PragerU,None,None,None
Angela,11,PragerU,female,singer|actor,None
Sandra Day O'Connor,18,PragerU,female,politician|judge|lawyer|jurist,None
Gore,1,PragerU,male,businessperson|politician|writer|journalist|orator|financier|climate activist|environmentalist|blogger,None
O'Connor,3,PragerU,male,botanist,None
Ronald Reagan,26,PragerU,male,screenwriter|actor|military officer|politician|lifeguard|statesperson|announcer|character actor|voice actor|art collector|television actor|film actor|trade unionist|autobiographer|diarist|game show host|anti-communist,None
George Bush,8,PragerU,male,businessperson|politician|motivational speaker|military officer|statesperson|autobiographer|painter|financier|rugby union player,None
Bill Clinton,3,PragerU,male,writer|teacher|lawyer|jurist|politician|governor|autobiographer|saxophonist|diplomat|statesperson,None
Barack Obama,1,PragerU,male,jurist|politician|statesperson|lawyer|academic|memoirist|podcaster|political writer|community organizer,African Americans
Alex,12,PragerU,None,None,None
Silas,8,PragerU,male,animator|animation director|science fiction writer|screenwriter|producer|cartoonist|comics artist|film director|film producer|director|drawer,None
Alexander Hamilton,86,PragerU,male,Christian minister,None
Dwight D. Eisenhower,6,PragerU,male,writer|politician|military personnel|military officer|statesperson|army officer,None
Alexander Hamilton's,10,PragerU,None,None,None
James Madison's,5,PragerU,None,None,None
Lucy,21,PragerU,female,None,None
Amy Coney Barrett,9,PragerU,female,judge|lawyer|jurist|university teacher,None
Barrett,16,PragerU,female,psychologist|researcher|neuroscientist,None
Trump,2,PragerU,male,actor|business magnate|writer|chief executive officer|businessperson|conspiracy theorist|investor|film producer|politician|television producer|restaurateur|real estate entrepreneur|game show host|entrepreneur|merchant,White Americans
Ruth Bader Ginsburg,1,PragerU,female,judge|lawyer|jurist,None
strawberry,6,PragerU,None,None,None
Scalia,1,PragerU,male,judge|lawyer|professor|jurist,None
Sophia,57,PragerU,female,None,None
Frederick Douglass,4,PragerU,male,writer|caulker|suffragist|politician|journalist|businessperson|film editor|diplomat|orator|editor|abolitionist|autobiographer,African Americans
Jefferson,81,PragerU,male,association football player,None
Hudson,32,PragerU,male,visual artist|painter|art collector|portraitist,None
Antonio,19,PragerU,male,Catholic priest|Catholic bishop,None
Monticello,4,PragerU,None,None,None
George III,12,PragerU,male,monarch|politician|ruler|aristocrat|art collector|patron of the arts,None
Charlie,29,PragerU,male,tennis player|tennis coach,None
Margaret Thatcher,7,PragerU,female,politician|statesperson|chemist|barrister|autobiographer,White British
Thatcher,5,PragerU,None,None,None
Morgan,15,PragerU,male,mycologist|botanist,None
Claire,83,PragerU,female,Poor Clare nun|author|founder of Catholic religious community|nun|philosopher|mystic|religious writer,None
Megan,37,PragerU,female,television producer|film producer|lyricist|screenwriter|storyteller,None
Noa,10,PragerU,female,composer|singer|jazz musician,None
Golda Meir,19,PragerU,female,teacher|politician,None
Ewww,22,PragerU,None,None,None
Aiden,21,PragerU,None,None,None
Oliver,19,PragerU,male,singer,None
Andrew Mellon,8,PragerU,male,diplomat|politician|banker|art collector,None
Ava,6,PragerU,female,writer|poet|immured,None
A. Benjamin Franklin,5,PragerU,None,None,None
Simon,7,PragerU,male,Catholic bishop|Catholic priest,None
Eva,10,PragerU,female,politician|stage actor|film actor|trade unionist|suffragist|women's rights activist,None
Monroe,17,PragerU,male,record producer,None
James Polk,17,PragerU,male,lawyer|politician|farmer|statesperson,None
James K. Polk,4,PragerU,male,lawyer|politician|farmer|statesperson,None
Paul Revere,26,PragerU,male,entrepreneur|military personnel|silversmith|Minutemen,None
Jimmy,2,PragerU,male,None,None
John Tyler,39,PragerU,male,politician|statesperson|lawyer,None
Hillary Clinton,1,PragerU,female,lawyer|politician|jurist|university teacher|film producer|diplomat|autobiographer|podcaster,None
Lenoy Ashram,21,PragerU,None,None,None
Lenoy Ashram's,5,PragerU,None,None,None
Grover Cleveland,11,PragerU,male,lawyer|politician|writer|executioner|statesperson,Scotch-Irish Americans
Gerald Ford,39,PragerU,male,politician|lawyer|American football player|military officer|statesperson|gridiron football player|autobiographer,None
Nixon,15,PragerU,male,lawyer|military officer|politician|statesperson|autobiographer,None
Eisenhower,1,PragerU,male,writer|politician|military personnel|military officer|statesperson|army officer,None
Kennedy,2,PragerU,male,writer|politician|statesperson|journalist|naval officer|anti-communist,Irish Americans
Richard Nixon,6,PragerU,male,lawyer|military officer|politician|statesperson|autobiographer,None
Josiah,87,PragerU,male,musician,None
Teddy Roosevelt,7,PragerU,male,naturalist|writer|historian|statesperson|politician|ornithologist|rancher|explorer|essayist|autobiographer|conservationist|diarist,None
Melody,13,PragerU,female,singer|television presenter,None
Ariel,9,PragerU,female,singer,None
Ulysses S. Grant,13,PragerU,male,writer|statesperson|army officer|explorer,None
Jones,1,PragerU,male,bassist|composer|record producer|songwriter|guitarist|banjoist,None
Grant,4,PragerU,male,writer|zoologist|anatomist,None
Robert E. Lee,6,PragerU,male,military officer|army officer|military personnel,None
Mark Twain,10,PragerU,male,writer|teacher|journalist|autobiographer|travel writer|prose writer|science fiction writer|humorist|aphorist|children's writer|opinion journalist|novelist,None
Kira,10,PragerU,female,singer,None
Shelby,8,PragerU,female,model,None
George W. Bush's,1,PragerU,None,None,None
Silly String,5,PragerU,None,None,None
Samantha,5,PragerU,male,association football player|association football manager,None
Ayn Rand,11,PragerU,female,writer|screenwriter|novelist|essayist|science fiction writer|playwright|journalist|literary critic|philosopher,Jewish people
Ayn Rand's,6,PragerU,None,None,None
John Kennedy,1,PragerU,male,researcher,None
James A. Garfield,27,PragerU,male,lawyer|writer|military personnel|politician|statesperson,None
Lyric,10,PragerU,female,actor,None
Stalwarts,8,PragerU,None,None,None
Andrew Johnson,29,PragerU,male,politician|tailor|statesperson|military officer,None
Kinda,4,PragerU,None,None,None
Yuen,12,PragerU,male,politician,None
William Henry Harrison,29,PragerU,male,diplomat|military officer|politician|statesperson,None
Harrison,13,PragerU,male,baseball player,None
Johnny,45,PragerU,male,rugby league player,None
Benjamin Harrison,15,PragerU,male,lawyer|writer|politician|military officer|statesperson,None
William Tecumseh Sherman,1,PragerU,male,lawyer|writer|military officer|banker,None
Sherman,2,PragerU,male,botanist,None
Albert,12,PragerU,male,None,None
Henry,21,PragerU,male,film producer,None
Solomon,5,PragerU,male,priest|Catholic bishop,None
Harry,1,PragerU,male,ichthyologist,None
Andrew,5,PragerU,male,politician,None
Winston Churchill,2,PragerU,male,historian|politician,None
Chester A. Arthur,5,PragerU,male,lawyer|politician|statesperson|military officer|educator,None
Arthur,21,PragerU,male,association football player,None
James Garfield,1,PragerU,male,lawyer|writer|military personnel|politician|statesperson,None
Garfield,3,PragerU,male,television actor,None
Chester Arthur,1,PragerU,male,lawyer|politician|statesperson|military officer|educator,None
Andrew Carnegie,11,PragerU,male,economist|writer|entrepreneur|fabricator|merchant|business magnate|industrialist|philanthropist,None
Lincoln,4,PragerU,female,badminton player,None
Jace,22,PragerU,male,visual artist|graffiti artist,None
Levi,60,PragerU,male,university teacher|zoologist|arachnologist|entomologist,None
Cornelius Vanderbilt,4,PragerU,male,entrepreneur|railway executive,None
Vanderbilt,17,PragerU,None,None,None
Joe,2,PragerU,male,politician,None
William Henry Harrison's,5,PragerU,None,None,None
Benjamin,2,PragerU,male,writer|comics artist,None
Millard Fillmore,8,PragerU,male,politician|lawyer|statesperson,None
George Bush's,2,PragerU,None,None,None
Jimmy Carter,1,PragerU,male,businessperson|writer|statesperson|submariner|engineer|naval officer|peace activist|human rights activist|environmentalist|autobiographer|politician|novelist|humanitarian|farmer|diplomat,None
Rutherford B. Hayes,16,PragerU,male,military officer|statesperson|lawyer,None
Quartz,7,PragerU,male,None,None
Hayes,17,PragerU,male,photographer|painter|lithographer|graphic artist|engraver,None
Tom Sawyer,6,PragerU,male,teacher|politician,None
Huckleberry Finn,5,PragerU,None,None,None
Porter,16,PragerU,male,botanist,None
Schwab,32,PragerU,None,None,None
J.P. Morgan,1,PragerU,male,banker|entrepreneur|financier|art collector,None
Crockett,11,PragerU,male,botanist,None
Joshua,14,PragerU,male,teacher|prophet|preacher|religious leader|thaumaturge|Messiah|rabbi|father of faith|carpenter|healer|pastor|tektōn,Jewish people
Ali,9,PragerU,female,personal assistant|reality television participant,None
George P. Mitchell,23,PragerU,male,businessperson,None
John D. Rockefeller,16,PragerU,male,entrepreneur|accountant|banker,Americans
John D. Rockefeller's,7,PragerU,None,None,None
William,16,PragerU,male,artist,None
Andrew Johnson's,3,PragerU,None,None,None
B.,4,PragerU,male,saxophonist|jazz musician,None
John Wilkes Booth,1,PragerU,male,writer|stage actor|actor,None
William Seward,1,PragerU,male,lawyer|writer|politician|diplomat,None
Scarlett,10,PragerU,female,singer,None
Aria,5,PragerU,female,pornographic actor,None
Grover,2,PragerU,male,musician,None
Thomas Paine,2,PragerU,male,writer|politician|entrepreneur|journalist|philosopher|opinion journalist|prose writer,None
Patrick Henry,3,PragerU,male,writer|lawyer|politician,None
