Name,Count,Channel
Scott King Jr.,58,Crash Course
Isabella,1,Crash Course
George Fox,12,Crash Course
Clarence Thomas,38,Crash Course
Thomas,2,Crash Course
Anita Hill,28,Crash Course
Dwight D. Dwight D. Eisenhower,1,Crash Course
Baker,2,Crash Course
Kennedy,1,Crash Course
Emmett Till,8,Crash Course
Roy Bryant,9,Crash Course
J.W. J.W. Millam,7,Crash Course
Mamie Till,6,Crash Course
Sophia,2,Crash Course
Edward Covey,10,Crash Course
Anna Murray,8,Crash Course
God,1,Crash Course
Johnson,2,Crash Course
Marsha P. Marsha P. Johnson,29,Crash Course
Sylvia Rivera,6,Crash Course
Jemmy,8,Crash Course
Craig,731,Crash Course
Taft,2,Crash Course
B.,1,Crash Course
Thomas Hobbes,1,Crash Course
Law,1,Crash Course
Clinton,8,Crash Course
Bush,5,Crash Course
Obama,2,Crash Course
trumps,1,Crash Course
Carr,1,Crash Course
Gerry,1,Crash Course
Will Craig,28,Crash Course
Hooray,4,Crash Course
Bill,1,Crash Course
Reagan,3,Crash Course
Phil,6,Crash Course
Yummy,1,Crash Course
Andrew Jackson's,1,Crash Course
Robert Shapiro,1,Crash Course
Donald Trump,1,Crash Course
Grutter,1,Crash Course
Hmm,1,Crash Course
Tell Craig,7,Crash Course
Miller,1,Crash Course
Marbury,1,Crash Course
Notice Craig,25,Crash Course
Aztecs,1,Crash Course
George W. Bush,1,Crash Course
Scalia,1,Crash Course
Ruth Bader Ginsburg,1,Crash Course
William Rehnquist,1,Crash Course
Breyer,2,Crash Course
Autos Tales,26,PragerU
Jill,182,PragerU
Otto,778,PragerU
Hop,6,PragerU
Otto's Tales,66,PragerU
Saint Smidge,16,PragerU
Ruff,5,PragerU
Dennis,320,PragerU
Duke,9,PragerU
Juan,11,PragerU
Martin Luther King Jr. Jr.,6,PragerU
Martin Luther King Jr.,87,PragerU
Otto Waalkes,6,PragerU
Jim Crow,13,PragerU
Rosa Parks,9,PragerU
Martin Luther King Jr,7,PragerU
King,11,PragerU
Johnson,3,PragerU
Abraham,30,PragerU
George Washington,298,PragerU
Abraham Lincoln,89,PragerU
Smidge,148,PragerU
Hmm,27,PragerU
May,6,PragerU
Wampo,8,PragerU
Prep,7,PragerU
Otto nudged Dennis,20,PragerU
Dennis Prager,8,PragerU
Kelly,20,PragerU
Dad,7,PragerU
Otto and Dennis,86,PragerU
Otto and Dennis's,6,PragerU
Christopher Columbus,29,PragerU
Marco Polo,3,PragerU
Christopher Columbus's,3,PragerU
Zoom,1,PragerU
Franklin Delano Roosevelt,11,PragerU
Otto!,7,PragerU
Yay,20,PragerU
Arlen,15,PragerU
Daniel,26,PragerU
King Darius,15,PragerU
Betsy Ross,19,PragerU
Abigail Adams,26,PragerU
Madison,17,PragerU
Harriet Tubman,5,PragerU
Harriet,13,PragerU
Woodman,5,PragerU
Craig,6,PragerU
Sarah,8,PragerU
Lieber,12,PragerU
Uncle Sam,224,PragerU
Betsy,21,PragerU
John Ross,13,PragerU
George Washington's,11,PragerU
wolf,28,PragerU
Otto the Dog,6,PragerU
Abby,13,PragerU
Otto the Bulldog,15,PragerU
Jesus,2,PragerU
John F. John F. Kennedy,6,PragerU
Jackie,25,PragerU
Medina,20,PragerU
Alfred the Great,6,PragerU
Greeks,3,PragerU
King Midas,12,PragerU
Midas,8,PragerU
Francis Scott Key,9,PragerU
God,12,PragerU
Rabbit,19,PragerU
Billy Chipmunk,5,PragerU
John Marshall,19,PragerU
Thurgood Marshall,2,PragerU
Otto the Bulldog and Smidge,22,PragerU
John Muir,12,PragerU
Martha Washington,1,PragerU
John Adams',4,PragerU
John,15,PragerU
Ellis,7,PragerU
Abigail,49,PragerU
Millard Fillmore,28,PragerU
Mary,14,PragerU
Woodrow Wilson,2,PragerU
Eleanor Roosevelt,1,PragerU
Ronald Reagan,35,PragerU
Laura,21,PragerU
John Adams,109,PragerU
David,22,PragerU
Saul,6,PragerU
Goliath,12,PragerU
Manana Paloma,27,PragerU
Isabella,3,PragerU
Manana Paloma's,9,PragerU
Douglas,7,PragerU
Thomas Edison,17,PragerU
Terry Stahl,5,PragerU
George W. George W. Bush,17,PragerU
George W. Bush,1,PragerU
Antiochus,11,PragerU
William Tell,29,PragerU
Gessler,24,PragerU
George George Washington,7,PragerU
King George,7,PragerU
George,37,PragerU
colonists,2,PragerU
Anna Lee Fisher,5,PragerU
Look Dennis,18,PragerU
Noah,79,PragerU
Teddy,9,PragerU
John Hancock,28,PragerU
Ben Franklin,2,PragerU
John Jay,4,PragerU
Benjamin Franklin,30,PragerU
Pearl Harbour,7,PragerU
Kenneth,18,PragerU
Kenny,8,PragerU
Nene,5,PragerU
Peter,45,PragerU
FDR,2,PragerU
Finna,8,PragerU
Henry Acres,20,PragerU
Thomas Jefferson,148,PragerU
Hytale,8,PragerU
John Henry,35,PragerU
Alice Barker,22,PragerU
Ducky Lucky,10,PragerU
Goosey Lucy,9,PragerU
Turkey Lurky,12,PragerU
Foxy Locksy,6,PragerU
Otto knew Dennis,20,PragerU
Otto reminded,14,PragerU
Otto reminded Smidge,29,PragerU
Otto knew Dennis's,7,PragerU
Ann Willing,8,PragerU
Ratten,11,PragerU
Heights,16,PragerU
Snake,7,PragerU
Lewis,6,PragerU
William Clark,5,PragerU
Paul Rosenberg,29,PragerU
Babe,9,PragerU
Swindler,13,PragerU
Jane Fennell,12,PragerU
Theodore Roosevelt,68,PragerU
Abraham Lincoln's,3,PragerU
Look Otto,7,PragerU
Harry Truman,30,PragerU
Neil,7,PragerU
Buzz,6,PragerU
Herbert,20,PragerU
Herbert Hoover,8,PragerU
Prager,7,PragerU
Anderson,12,PragerU
James Madison,142,PragerU
Fox,6,PragerU
Squanto,8,PragerU
Guest,12,PragerU
Mess,43,PragerU
Patriot Pop Quiz,56,PragerU
William McKinley,23,PragerU
Reagan,12,PragerU
Obama,4,PragerU
Taylor,31,PragerU
James Buchanan,30,PragerU
Dred Scott,1,PragerU
Lorelai,20,PragerU
Andrew Jackson,59,PragerU
Franklin Pierce,1,PragerU
Gary,18,PragerU
James Monroe,30,PragerU
John Quincy Adams,34,PragerU
Martin Van Buren,30,PragerU
Liam,16,PragerU
Hendrix,7,PragerU
Yummy,8,PragerU
Marco,15,PragerU
Herb Brooks,23,PragerU
Sauerkraut,6,PragerU
Patriot Pop Quiz Question,6,PragerU
Nah,5,PragerU
Elijah,63,PragerU
Flag Trophy,6,PragerU
Ethan,79,PragerU
Breck,12,PragerU
Lou Henry Hoover,24,PragerU
Warren G. Harding,3,PragerU
Calvin Coolidge,25,PragerU
Warren G. Warren G. Harding,2,PragerU
Donald Trump,4,PragerU
Condoleezza Rice,24,PragerU
George H. W. George W. Bush,4,PragerU
Amelie,5,PragerU
B. Thomas Jefferson,5,PragerU
Eww,7,PragerU
James James,13,PragerU
Jaylin,5,PragerU
Anna,16,PragerU
Angela,14,PragerU
Sandra Day O'Connor,21,PragerU
George Bush,15,PragerU
Bill Clinton,3,PragerU
Barack Obama,1,PragerU
Alex,13,PragerU
Silas,8,PragerU
Alexander Hamilton,106,PragerU
Dwight D. Dwight D. Eisenhower,9,PragerU
C. Ronald Reagan,10,PragerU
Lucy,21,PragerU
Amy Coney Barrett,26,PragerU
Trump,2,PragerU
Ruth Bader Ginsburg,1,PragerU
strawberry,6,PragerU
Captain Sophia,27,PragerU
Sophia,42,PragerU
Frederick Douglass,6,PragerU
Jefferson,4,PragerU
Hudson,31,PragerU
Antonio,19,PragerU
Thomas Jefferson's,6,PragerU
Monticello,4,PragerU
George III,26,PragerU
Charlie,29,PragerU
Margaret Thatcher,12,PragerU
Claire,83,PragerU
James Madison's,9,PragerU
Megan,28,PragerU
James,25,PragerU
Noa,10,PragerU
Golda Meir,22,PragerU
Ewww,22,PragerU
Aiden,21,PragerU
Oliver,19,PragerU
Andrew Mellon,30,PragerU
Warren Harding,5,PragerU
Ava,6,PragerU
Simon,7,PragerU
Eva,10,PragerU
James Monroe Doctrine,5,PragerU
Job Samuel,16,PragerU
James Polk,17,PragerU
James K. James K. Polk,6,PragerU
Paul Revere,27,PragerU
Jimmy,2,PragerU
John Tyler,41,PragerU
Hillary Clinton,1,PragerU
Lenoy Ashram,21,PragerU
Lenoy Ashram's,5,PragerU
Grover Cleveland,23,PragerU
Gerald Ford,41,PragerU
Richard Nixon,20,PragerU
Eisenhower,1,PragerU
Kennedy,1,PragerU
Give Josiah,26,PragerU
Andrew Jackson's,3,PragerU
Josiah,23,PragerU
Give Josiah's,8,PragerU
Theodore Roosevelt's,1,PragerU
Melody,13,PragerU
Ariel,9,PragerU
Ulysses S. Ulysses S. Grant,9,PragerU
Ulysses S. Grant,23,PragerU
Ulysses S. Grant's,4,PragerU
Robert E. Robert E. Lee,3,PragerU
Robert E. Lee,3,PragerU
Mark Twain,18,PragerU
Kira,10,PragerU
Carrie Strug,9,PragerU
Shelby,9,PragerU
Silly String,5,PragerU
Remind Samantha,14,PragerU
Ayn Rand,16,PragerU
John Kennedy,1,PragerU
James A. James A. Garfield,28,PragerU
Lyric,10,PragerU
Jeb Bush,1,PragerU
Wilbur,5,PragerU
Stalwarts,8,PragerU
Andrew Johnson,33,PragerU
Kinda,4,PragerU
Liel and Saul,5,PragerU
Jason Phipps Morgan,5,PragerU
J. P. Morgan,18,PragerU
J. P. J. P. Morgan,2,PragerU
Yuen,12,PragerU
William Henry Harrison,49,PragerU
May Johnny,31,PragerU
Benjamin Harrison,16,PragerU
William Tecumseh Sherman,2,PragerU
Johnny,5,PragerU
Elizabeth,3,PragerU
Albert,12,PragerU
Henry,21,PragerU
Solomon,5,PragerU
Harry,1,PragerU
Andrew,6,PragerU
Winston Churchill,7,PragerU
Chester Lauren A. Lauren A. Arthur,6,PragerU
Lauren A. Arthur,16,PragerU
Lauren A. Arthur's,5,PragerU
Lauren B. Ew,15,PragerU
James Garfield,2,PragerU
Sam,45,PragerU
Andrew Carnegie,41,PragerU
Lincoln,1,PragerU
Jace,22,PragerU
Levi,38,PragerU
Cornelius Vanderbilt,20,PragerU
Joe,2,PragerU
Benjamin,2,PragerU
George H. W. George H. W. Bush,4,PragerU
Jimmy Carter,1,PragerU
Saddam Hussein,2,PragerU
Rutherford B. Rutherford B. Hayes,16,PragerU
Quartz,7,PragerU
Rutherford B. Hayes,7,PragerU
Samuel J. Samuel J. Tilden,1,PragerU
Huckleberry Finn,5,PragerU
Porter,16,PragerU
Charles M. Charles M. Schwab,5,PragerU
Charles M. Schwab,29,PragerU
Crockett,11,PragerU
Joshua,14,PragerU
Ali,9,PragerU
George P. George P. Mitchell,26,PragerU
John D. John D. Rockefeller,22,PragerU
William,16,PragerU
B.,4,PragerU
John Wilkes Booth,1,PragerU
William Seward,1,PragerU
Scarlett,10,PragerU
Aria,5,PragerU
Thomas Paine,2,PragerU
Zachary Taylor,43,PragerU
Declan,5,PragerU
Northerners,2,PragerU
Katen,10,PragerU
Winfield Scott,1,PragerU
Ta-da,13,PragerU
Charles Lindbergh,2,PragerU
Amelia Earhart,4,PragerU
Crafts History,18,PragerU
Lyndon B. Lyndon B. Johnson,2,PragerU
Clark,3,PragerU
Fred Harvey,23,PragerU
Push,1,PragerU
George Washington Carver,24,PragerU
Street Smarts,48,PragerU
Maya,6,PragerU
Abe Lincoln,2,PragerU
Diego,6,PragerU
Bennett,4,PragerU
Street Smart,34,PragerU
Selena,12,PragerU
Selena Lewis,11,PragerU
Mateo,5,PragerU
King George III,5,PragerU
Dan,2,PragerU
Richard,5,PragerU
Amelia,4,PragerU
Chex,13,PragerU
Alright Josiah,5,PragerU
Kyla,5,PragerU
Leo,252,PragerU
Jackson,14,PragerU
Luke,3,PragerU
Street Smart's,18,PragerU
Sam Day,13,PragerU
Give Eli,5,PragerU
Veterans Sam Day,8,PragerU
Royal King,7,PragerU
Will Levi,23,PragerU
Senna,5,PragerU
Clinton,9,PragerU
Chris,19,PragerU
Favorite Uncle,5,PragerU
Michael,6,PragerU
Christina,17,PragerU
Hamilton,2,PragerU
Timothy,14,PragerU
L. L. Rocco,5,PragerU
Jason,5,PragerU
Jacob,7,PragerU
Sebastian,5,PragerU
Phil,1,PragerU
Bill,5,PragerU
Kate,5,PragerU
Selena Lois,7,PragerU
Gianna,5,PragerU
Jordan,4,PragerU
C. C. Country,5,PragerU
William Howard Taft,1,PragerU
Brian,8,PragerU
B. B. Congress,5,PragerU
B. Congress,12,PragerU
Contestant,6,PragerU
Help Reagan,12,PragerU
Maddie,12,PragerU
Martin Luther King Jr. Memorial,7,PragerU
George Washington DC,5,PragerU
Amy,10,PragerU
Nice Melanie,5,PragerU
Max,5,PragerU
max,4,PragerU
McKenna,6,PragerU
B. Go Riley,5,PragerU
B. B. Coining,6,PragerU
C. Common,6,PragerU
Patrick Henry,2,PragerU
Hand Marlena,19,PragerU
King Manuel,29,PragerU
Leila,34,PragerU
Amerigo Vespucci,6,PragerU
Signor Vespucci,8,PragerU
Molly Pitcher,6,PragerU
Mary Ludwig Hayes,13,PragerU
Molly,1,PragerU
John F. Kennedy,1,PragerU
Jesus Christ,1,PragerU
Hitler,3,PragerU
Layla,11,PragerU
Robert E. Robert E. Wright,5,PragerU
Robert,12,PragerU
Kenneth J. Moore,7,PragerU
Robert E. Wright,6,PragerU
Sadau Munamori,10,PragerU
Can Leo,42,PragerU
Hailey Johnson,10,PragerU
Martin Luther King Jr.'s,12,PragerU
Booker T. Booker T. Washington,1,PragerU
Booker T. Washington,4,PragerU
George Marshall,11,PragerU
Geez Leo,24,PragerU
Elizabeth Blackwell,37,PragerU
Susan B. Susan B. Anthony,10,PragerU
Montesquieu Madison,6,PragerU
Montesquieu,9,PragerU
Desi,5,PragerU
Maryweather Lewis,32,PragerU
Captain Clark,7,PragerU
Maria,8,PragerU
Marbury,1,PragerU
John Marshall's,2,PragerU
Robert E. Lee's,1,PragerU
Ida B. Ida B. Wells,21,PragerU
Ida B. Wells,6,PragerU
Levi Strauss,6,PragerU
Sarah Miller,6,PragerU
Clara Barton,5,PragerU
Bob,1,PragerU
William Lloyd Garrison,3,PragerU
Zaheer,12,PragerU
Bannaker,9,PragerU
Becky Tom,27,PragerU
Tom,38,PragerU
Huck,37,PragerU
Laura Ingalls Wilder,5,PragerU
Hooray,1,PragerU
John Smith,1,PragerU
Jamestown,1,PragerU
